Title,Type,Score,Score Count,Members,Rank,Popularity,Genres,Authors,Synopsis,Link,Date,Page
Nabari no Ou,TV,7.26,66372,165042,2830,1375,"Action, Drama, Fantasy, Martial Arts, Shounen",J.C.Staff,"Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu, ""Shinrabanshou,"" a powerful technique many ninja clans desire to possess to become the ruler of Nabari. Fellow classmate Kouichi and his English teacher Kumohira are both secretly Banten clan ninjas, pledging themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ""club."" However, after numerous attacks, he finds no choice but to join their group as a means for his survival. Slowly, Miharu takes a step closer to becoming the ruler of Nabari.

[Written by MAL Rewrite]",https://myanimelist.net/anime/3655/Nabari_no_Ou,20-11-2023,Top Anime
Natsuyuki Rendezvous,TV,7.26,32879,82260,2831,2265,"Drama, Romance, Supernatural, Adult Cast, Josei",Doga Kobo,"Ryousuke Hazuki is a young man whose heart has been stolen away, stopping by the local floral shop daily in order to catch a glimpse of the beautiful Rokka Shimao, the shop's owner. In hopes of getting close to her, he decides to get a part-time job at the shop, but before he is able to make his move, he runs into a major roadblock: in her apartment dwells a ghost who claims to be Rokka's deceased husband.

Atsushi Shimao has quietly watched over his widowed wife ever since he passed three years ago. However, Hazuki is the first person to ever notice him, and the two quickly find themselves at odds: the jealous Shimao attempts to thwart the suitor's advances and possess his body, while Hazuki simply wants the ghost to pass on for good, allowing Rokka to move on from the past and him to be with the one he loves. As both men refuse to let go of their desires, an unusual relationship forms between a troubled woman, an unrelenting ghost, and a stubborn man in love.

[Written by MAL Rewrite]",https://myanimelist.net/anime/13585/Natsuyuki_Rendezvous,20-11-2023,Top Anime
"Omoi, Omoware, Furi, Furare",Movie,7.26,21424,74466,2832,2401,"Drama, Romance, Love Polygon, School, Shoujo",A-1 Pictures,"Yuna Ichihara's spring break is far from pleasant, especially after she sends off her best friend Sacchan, who is moving away. But while heading home, the timid girl brightens up when she encounters a boy who looks exactly like her first love—a prince from a shoujo manga. Subsequently, she finds herself in a peculiar situation with the mature Akari Yamamoto, a new neighbor who immediately befriends her.

Now attending the same high school together, Yuna shows interest in Akari's brother Rio—the same mysterious and handsome boy she met during spring break. Likewise, Akari is falling for Yuna's carefree childhood friend, Kazuomi Inui. However, love is not at anyone's fingertips, as the relationship between these four contrasting friends faces complications, preventing them from moving forward. To discover the truth between them, they will need to confront their own struggles and uncover secrets hidden among themselves.

[Written by MAL Rewrite]",https://myanimelist.net/anime/39753/Omoi_Omoware_Furi_Furare,20-11-2023,Top Anime
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,TV,7.26,96038,226403,2833,1026,"Comedy, Fantasy, Romance, Isekai, Reincarnation, Reverse Harem, School, Shoujo",SILVER LINK.,"With no more death flags in sight, personable but dense Catarina Claes is finally able to lead a peaceful life surrounded by all of her friends and family. For that reason, she is determined to enjoy the school festival to the fullest without any concern on her mind.

Unbeknownst to her, however, the story of Fortune Lover—the game she used to play—has yet to end. Even more characters make an appearance, each with their own agenda to fulfill, and new mysteries await Katarina and those she loves. Will there be any way to avoid a bad ending when Catarina cannot remember what happens next?

[Written by MAL Rewrite]",https://myanimelist.net/anime/42282/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_X,20-11-2023,Top Anime
Papa no Iukoto wo Kikinasai!,TV,7.26,100463,192451,2834,1192,"Comedy, Romance, Childcare",feel.,"Yuuta Segawa has just started his freshman year of university. One day, his sister Yuri, who raised him after their parents died, asks him to take care of her daughters Hina, Sora and Miu while she and her husband go overseas on a business trip. Yuuta grudgingly accepts, but tragedy strikes when their plane goes missing and all passengers are presumed dead. In an effort to prevent the three girls from being split up, Yuuta goes against their family and takes them in, just as his sister took him in when he had no one else.

Now the four find themselves in a new and peculiar situation: Yuuta must learn how to balance his new responsibilities—as the newest member of the Street Observation Research Society, a club for people watching, and also as a father figure—while Sora, Miu, and Hina come to terms with the loss of their parents.

[Written by MAL Rewrite]",https://myanimelist.net/anime/11179/Papa_no_Iukoto_wo_Kikinasai,20-11-2023,Top Anime
Persona 4 the Animation: The Factor of Hope,Movie,7.26,4752,18956,2835,4835,"Action, Adventure, Mystery, Supernatural, School, Super Power",AIC ASTA,"Recap of the entire 25-episode television anime series with new cuts and also the unaired ""True End Episode"" that was included in the 10th Blu-ray Disc/DVD volume.",https://myanimelist.net/anime/14267/Persona_4_the_Animation__The_Factor_of_Hope,20-11-2023,Top Anime
Phi Brain: Kami no Puzzle - Orpheus Order-hen,TV,7.26,21478,48145,2836,3068,"Action, Mystery, High Stakes Game, Strategy Game",Sunrise,"The puzzles get tougher and even more deadly as Kaito Daimon continues his battle against the power hungry Givers of the POG. And with one team member already switching sides, will Kaito have what it takes to keep solving the deadly puzzle traps put before him and reach the fabled Puzzle of God? More importantly, will he be able to solve the puzzles AND maintain his sanity? 

(Source: Sentai Filmworks)",https://myanimelist.net/anime/12753/Phi_Brain__Kami_no_Puzzle_-_Orpheus_Order-hen,20-11-2023,Top Anime
RideBack,TV,7.26,20880,47515,2837,3092,"Action, Drama, Sci-Fi, Mecha, School, Seinen",Madhouse,"In the future, an organization called the GGP has taken control of the world. Rin Ogata was a promising up-and-coming ballet dancer, but suffered a serious injury while dancing and decided to quit. Years later in college, she comes across a club building and soon finds herself intrigued by a transforming motorcycle-like robotic vehicle called a ""Rideback"". She soon finds that her unique ballet skills with balance and finesse make her a born natural on a Rideback. However, those same skills also get her into serious trouble with the government.

(Source: Wikipedia)",https://myanimelist.net/anime/4618/RideBack,20-11-2023,Top Anime
Selection Project,TV,7.26,15156,43159,2838,3258,"Idols (Female), Music",Doga Kobo,"Due to a weak heart, Suzune Miyama has remained bedridden for most of her childhood. However, despite her illness, she has always dreamed of becoming an idol. Eventually, her opportunity comes in the form of the seventh Selection Project—a brutal series of competitions best known as the starting point of the legendary idol Akari Amasawa.

Anxious but excited, Suzune enters the preliminary round of Selection Project. Though her singing dazzles the judges and her fellow competitors, Suzune is unfortunately overcome by her nerves and freezes up in the middle of her performance. She recovers quickly, but the stumble is great enough that she loses the winning spot and is disqualified.

Or so it seems—until Seira Kurusu, the girl Suzune lost to, announces that she plans to drop out of Selection Project, believing Suzune is a more talented singer and therefore deserves the right to compete. Suzune is caught off guard by the decision, but promises Seira that they will meet again as top idols. She prepares herself for the challenging obstacles that lie ahead.

[Written by MAL Rewrite]",https://myanimelist.net/anime/44275/Selection_Project,20-11-2023,Top Anime
Shikabane Hime: Kuro,TV,7.26,32321,76104,2839,2380,"Action, Horror, Supernatural, Shounen","Gainax,             feel.","A direct continuation of Shikabane Hime: Aka, taking place six months after Tagami Keisei's death at the hands of the Shichisei (Seven Stars), a group of elite Shikabane who act on more than just regrets. As per Keisei's dying wish, Kagami Ouri formed a temporary contract with Makina to save her from degenerating into a Shikabane. Since then, Ouri's been training to become a proper monk so that he can remain contracted to Makina and help her fight against the Shichisei -- the ones who originally killed Makina, the entire Hoshimura family, and now Keisei. However, the traitorous monk Shishidou Akasha has sided with the Shichisei in an attempt to destroy all Shikabane Hime and the entire monk organization that uses them -- Kougon Sect.",https://myanimelist.net/anime/5034/Shikabane_Hime__Kuro,20-11-2023,Top Anime
Shin Atashin'chi,TV,7.26,1591,3790,2840,9015,"Comedy, Slice of Life",Shin-Ei Animation,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuusuke and Mikan. Wacky humor about this weird family's daily life.

(Source: AniDB)",https://myanimelist.net/anime/30649/Shin_Atashinchi,20-11-2023,Top Anime
Shinpi no Sekai El-Hazard,OVA,7.26,7801,19407,2841,4781,"Adventure, Comedy, Fantasy, Romance, Isekai",AIC,"After Makoto Mizuhara agrees to testify against the boisterous student council president Katsuhiko Jinnai for bribing school clubs in the recent student council elections, Jinnai chases him down in an attempt to silence his self-proclaimed rival. Suddenly, during the chase, time stops for everyone—except Makoto. Perplexed, he wanders around the campus until he notices a light coming from the school's closed-off basement, where an ancient relic had just been uncovered.

Makoto is walking toward the artifact surrounded by strings of light, when out of it comes an otherworldly woman who claims she has been waiting for ten thousand years to see him. Weakened by the passage of time, she uses her remaining power to transport a confused Makoto to another world, which she refers to as El-Hazard. However, others who are still at school are also caught in the spell, namely: Jinnai; Masamichi Fujisawa, the alcoholic teacher; and Nanami Jinnai, the headstrong sister of president Jinnai.

The fantastical and magnificent world of El-Hazard awaits these four individuals where they will become entangled in the story of its inhabitants and embark on an adventure filled with laughter, danger, and even romance.

[Written by MAL Rewrite]",https://myanimelist.net/anime/117/Shinpi_no_Sekai_El-Hazard,20-11-2023,Top Anime
